Tracking Number,Accession Number,Catalog Number,Family,Genus,Subgenus,Species,Subspecies,Stage,Author,Year,Specimen Number,Collecting Method,Continent,Ocean,Sea/Gulf/Strait,Lake/Pond/Reservoir,Bay/Harbor/Sound,River/Creek,Stream,Mountain Range,Mountain,Island Group,Island,Notes: Locality,Notes: Country,Country,MISCELLANEOUS,Department / Province / State,County,City/Town/Hamlet,Specific Locale,Macro Habitat,Micro Habitat ,Substrate,Temp C,decimal latitude,decimal longitude,Latitude (from),Lat (from) NS,Latitude (to),Lat NS  (to),Longitude (from),Long (from) EW,Longitude   (to) ,Long EW  (to),Elevation from (m),Elevation to (m),Elevation from (f),Elevation to (f),Depth (f) start,Depth (f) end,Depth (m) start,Depth (m) end,Fathoms,Collector,Date Collected,Collection,Donation Date,Notes,Type,Preservation Type,Publication,Collection2
731,9853,288983,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"West Africa,","Ponto do Noronha,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,1-2 meters on rocks.,,,,"Grace G. Eddison, MD Collection."
697,9947,277447,Olividae,Olivella,,nana,,,Lamarck,1811,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"West Africa,","Samba Beach,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,10-Dec-93,Dredged in fine sand at 2 meters.,,,,Mrs. Peter R. Fleischner Collection.
356,9853,295129,Coralliophilidae,Coralliophila,,giton,,,Dautzenberg,(?),1,,,,,,,,,,,,,,,Angola,,"West Africa,","Sao Tome Island,",,"low tide on rocks,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace C. Eddison,25-Oct-91,"ex. P. Clover, January 1986",,,,Grace G. Eddison MD Collection
357,9853,295129,Coralliophilidae,Coralliophila,,giton,,,Dautzenberg,(?),1,,,,,,,,,,,,,,,Angola,,"West Africa,","Sao Tome Island,",,"low tide on rocks,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace C. Eddison,25-Oct-91,"ex. P. Clover, January 1986",,,,Grace G. Eddison MD Collection
412,10055,302439,Cypraeidae,Cypraea,,pyrum,angolensis,,(Odhner,1923),1,,,,,,,,,,,,,,,Angola,,"West Africa,","South of Luanda,",,"trawled in 15 meters of water,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Summer 1984,Dr. Edward A. Dunlap,27-Oct-95,"Purchased from Schilling, March 1985",,,,Dr. Edward A. Dunlap Collection
413,10055,302439,Cypraeidae,Cypraea,,pyrum,angolensis,,(Odhner,1923),1,,,,,,,,,,,,,,,Angola,,"West Africa,","South of Luanda,",,"trawled in 15 meters of water,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Summer 1984,Dr. Edward A. Dunlap,27-Oct-95,"Purchased from Schilling, March 1985",,,,Dr. Edward A. Dunlap Collection
344,9853,293358,Cardiidae,Cardium,,costatum,,,Linne,1758,2,,,,,,,,,,,,,,,Angola,,"West Africa,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,"ex. M. Chapel, February 1963",,,,Grace G. Eddison MD Collection
423,M02-10,306565,Pectinidae,Argopecten,,flabellum,,,(Gmelin,1791),1,,,,,,,,,,,,,,,Angola,,"West Africa,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,NC Museum of Nat.Sciences,17-Sep-02,,,,,Cora Staples Collection
513,9461,242350,Pectinidae,Chlamys,,flabellum,,,Gmelin,1791,5,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"West Africa,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Alice Denison Barlow,"December, 1985",,,,,Alice Denison Barlow Collection
718,9853,287839,Personidae,Distorsio,,smithii,,,v.Maltzan,1884,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"West Africa,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1968,Grace G. Edison,25-Oct-91,"Fishermen nets, trawled, 30-50 meters.",,,,"Grace G. Edison, MD."
719,9853,287849,Personidae,Distorsio,,ridens,,,Reeve,1844,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"West Africa,",,,,,,,,,,,,,,,,,,,,,,,,,,,Chalutiers,1968,Grace G. Edison,25-Oct-91,High tide dredged 30-50 meters west of Angola.,,,,"Grace G. Edison, MD."
757,9853,291499,Aporrhaidae,Aporrhais,,pesgallinae,,,Barnard,1963,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"West Coast,",,,"180 meters, sand banc, muddy,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1967,Grace C.Eddison,"25 October, 1991",,,,,Grace C.Eddison MD Collection.
386,9853,299103,Terebridae,Terebra,,grayi,,,E. A. Smith,1871,2,,,,,,,,,,,,,,,Angola,,"West,",,,"50 meters, sand,",,,,,,,,,,,,,,,,,,,,,,,,Fishermen,1969,Grace G. Eddison,25-Oct-91,"ex. Kermarrec-Labisse, Fall 1979",,,,Grace G. Eddison M.D. Collection
387,9853,299103,Terebridae,Terebra,,grayi,,,E. A. Smith,1871,2,,,,,,,,,,,,,,,Angola,,"West,",,,"50 meters, sand,",,,,,,,,,,,,,,,,,,,,,,,,Fishermen,1969,Grace G. Eddison,25-Oct-91,"ex. Kermarrec-Labisse, Fall 1979",,,,Grace G. Eddison M.D. Collection
750,9853,290235,Fasciolariidae,Fusinus,,caparti,,,Adams & Knudsen,1969,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,"West,",,,"at 80 meters, sand bottom,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1970,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
645,10034,275749,Conidae,Conus,,bulbus,,,Reeve,1843,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,"Capato Bay,",,"1m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,1-May-94,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
647,10034,275751,Conidae,Conus,,variegatus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,"Capato Bay,",,"2-3m,",,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,1-May-94,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
646,10034,275750,Conidae,Conus,,bulbus,,,Reeve,1843,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,"Capato Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,F. Fernandes,Jul-94,F. Fernandes,30-Jun-94,,,,,Francisco Fernandes Gift
311,6099,181378,Iridinidae,,,,,,,,5,,,,,,,,,,,,,,,Angola,,,Cape Longo,,,,,,,,,,,,,,,,,,,,,,,,,,Lang & Bolton,22-Jul-25,,,"family det. A. Bogan, November 2005",,alc,,
140,10250,294812,Conidae,Conus,,bulbus,,,Reeve,1843,1,,Africa,,,,,,,,,,,,,Angola,,,"Farta's Bay,",,"8 meters,",,,,,,,,,,,,,,,,,,,,,,,,skin diver,1968,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
141,10250,294812,Conidae,Conus,,bulbus,,,Reeve,1843,1,,Africa,,,,,,,,,,,,,Angola,,,"Farta's Bay,",,"8 meters,",,,,,,,,,,,,,,,,,,,,,,,,skin diver,1968,N. Katsaras,23-Apr-99,,,,,N. Katsaras Collection
457,M00306,310186,Tornidae,Tornus,,erici,,,Rolan & Rubio,2002,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,Luanda,,100 m,,,,,,,,,,,,,,,,,,,,,,,,,,E. Rolan,15-Nov-02,,PARATYPE,,"The family Tornidae (Gastropoda, Rissooidea) in the East Atlantic Supl. Resenas Malacologicas, SEM: 1-98",
128,,226546,Turridae,Agathotoma,,temporaria,,,,,1,,Africa,Atlantic Ocean,,,,,,,,,,,,Angola,,,Luanda,,100 meters ,,,,,,,,,,,,,,,,,,,,,,,,Fernandes and Rolan,Feb-93,,,"A9896, Cataloged on 4/2/96   ",PARATYPE, ,,E. Rolan Gift
456,M00306,310183,Tornidae,Ponderinella,,skeneoidesi,,,Rolan & Rubio,2002,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,Luanda,,80-100 m,,,,,,,,,,,,,,,,,,,,,,,,,,E. Rolan,15-Nov-02,,PARATYPE,,"The family Tornidae (Gastropoda, Rissooidea) in the East Atlantic Supl. Resenas Malacologicas, SEM: 1-98.",
312,,183819,Muricidae,Pteropurpura,,benderskyi,,,Emerson and D'Attilio,1979,1,dredged,Africa,,,,,,,,,,,,,Angola,,,Luanda,,"dead at 50 meters deep, on a sand mud bottom ",,,,,,,,,,,,,,,,,,,,,,,,Francisco Fernandes,15-Jul-77,,,"ex. I. Bendersky Collection. Paratypes are in AMNH, no. 206100 (ex D. and R. Janowsky Collection) and in SDMNH, no. 72626 (%fide% Emerson and D'Attilio, 1979, p. 4).  ",HOLOTYPE, ,"pp. 2, 4, figs. 1, 2, 19",
461,M00406,310889,,Calyptraea,,africana,,,Rolan,2004,1,,Atlantic,,,,,,,,,,,,,Angola,,,Luanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emilio Rolan,27-Jul-04,,PARATYPE,,,E. Rolan
462,M00406,310890,,Mitrella,,africana,,,Rolan & Boyer,2004,1,,Atlantic,,,,,,,,,,,,,Angola,,,Luanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emilio Rolan,27-Jul-04,,PARATYPE,,,E. Rolan
458,M00306,310187,Tornidae,Ponderinella,,corlosi,,,Rolan & Rubio,2002,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,Luanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. Rolan,15-Nov-02,,PARATYPE,,"The family Tornidae (Gastropoda, Rissooidea) in the East Atlantic Supl. Resenas Malacologicas, SEM: 1-98",
459,M00306,310190,Tornidae,Naricova,,dinaele,,,Rolan & Rubio,2002,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,Luanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. Rolan,15-Nov-02,,PARATYPE,,"The family Tornidae (Gastropoda, Rissooidea) in the East Atlantic Supl. Resenas Malacologicas, SEM: 1-98",
360,10316,297642,Turridae,Mangelia,,digressa,,,Rolan & Otero-Schmitt,1999,1,,,,,,,,,,,,,,,Angola,,,"Luanda,",,"60-80 meters,",,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Emilio Rolan,3-Mar-00,,PARATYPE,,"Rolan, E. & J. Otero-Schmitt 1999. Argonauta, 13(1): 5-26, figs. 57-62, 97-98",
361,10316,297642,Turridae,Mangelia,,digressa,,,Rolan & Otero-Schmitt,1999,1,,,,,,,,,,,,,,,Angola,,,"Luanda,",,"60-80 meters,",,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Emilio Rolan,3-Mar-00,,PARATYPE,,"Rolan, E. & J. Otero-Schmitt 1999. Argonauta, 13(1): 5-26, figs. 57-62, 97-98",
364,10316,297644,Turridae,Mangelia,,lineorosata,,,Rolan & Otero-Schmitt,1999,2,,,,,,,,,,,,,,,Angola,,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Emilio Rolan,3-Mar-00,,PARATYPES,,"Rolan, E. & J. Otero-Schmitt 1999. Argonauta, 13(1): 5-26, figs. 1-13, 83",
365,10316,297644,Turridae,Mangelia,,lineorosata,,,Rolan & Otero-Schmitt,1999,2,,,,,,,,,,,,,,,Angola,,,"Luanda,",,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Emilio Rolan,3-Mar-00,,PARATYPES,,"Rolan, E. & J. Otero-Schmitt 1999. Argonauta, 13(1): 5-26, figs. 1-13, 83",
466,,312883,Cypraeidae,Cypraea,,zonaria,,,(Gmelin,1791),2?,,Atlantic,,,,,,,,,,,,,Angola,,,"Mussola Bay, 1.5-2 m,",,,,,,,,,,,,,,,,,,,,,,,,,,,6-Jan-74,,,"1348 no shells, just soft parts",,,,
467,,312884,Cypraeidae,Cypraea,,zonaria,,,(Gmelin,1791),1,,Atlantic,,,,,,,,,,,,,Angola,,,"Mussulo Bay - Luanda, under coral, 1.5m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"3 March, 1974",,,1347,,,,
358,10316,297641,Turridae,Agathotoma,,temporaria,,,Rolan & Otero-Schmitt,1999,1,,,,,,,,,,,,,,,Angola,,,"off Luanda,",,"100 meters,",,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Emilio Rolan,3-Mar-00,,PARATYPE,,"Rolan, E. & J. Otero-Schmitt 1999. Argonauta, 13(1): 5-26, figs. 63-67",
359,10316,297641,Turridae,Agathotoma,,temporaria,,,Rolan & Otero-Schmitt,1999,1,,,,,,,,,,,,,,,Angola,,,"off Luanda,",,"100 meters,",,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Emilio Rolan,3-Mar-00,,PARATYPE,,"Rolan, E. & J. Otero-Schmitt 1999. Argonauta, 13(1): 5-26, figs. 63-67",
366,10316,297645,Turridae,Pyrgocythara,,urceolata,,,Rolan & Otero-Schmitt,1999,1,,,,,,,,,,,,,,,Angola,,,"Palmeirinhas,",,"10 meters,",,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Emilio Rolan,3-Mar-00,,PARATYPE,,"Rolan, E. & J. Otero-Schmitt 1999. Argonauta, 13(1): 5-26, figs. 79-82",
367,10316,297645,Turridae,Pyrgocythara,,urceolata,,,Rolan & Otero-Schmitt,1999,1,,,,,,,,,,,,,,,Angola,,,"Palmeirinhas,",,"10 meters,",,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Emilio Rolan,3-Mar-00,,PARATYPE,,"Rolan, E. & J. Otero-Schmitt 1999. Argonauta, 13(1): 5-26, figs. 79-82",
474,210310,317607,Melongenidae,Pugilina,,morio,,,(Linne,1758),1,,,,,,,,,,,,,,,Angola,,,Trawled off Wanda,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,21-Oct-68,Germer,1999,,,,,Germer Collection
313,,206100,Muricidae,Pteropurpura,,benderskyi,,,Emerson and D'Attilio,1979,1,dredged,Africa,,,,,,,,,,,,,Angola,,,,,in 80 meters off Luanda ,,,,,,,,,,,,,,,,,,,,,,,,Francisco Fernandes,10-Feb-77,,,"ex D. and R. Janowsky Collection. The holotype is in AMNH, no. 183819. An additionalparatype is in SDMNH, no. 72626 (%fide% Emerson and D'Attilio, 1979, p. 4)  ",PARATYPE, ,"pp. 2, 4, figs. 1, 2, 19",
305,,45811,Muricidae,Thais,(Thaisella),langi,,,Clench and Turner,1948b,21,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,Lobito Bay ,,,,,,,,,,,,,,,,,,,,,,,,Lang & Boulton,Apr-25,,,"Paratypes are also deposited in MCZ (%fide% Clench & Turner, 1948b, p. 3).   ",PARATYPES, ,"pp. 1-3, figs. 7-9",
307,,72715,Muricidae,Thais,(Thaisella),langi,,,Clench and Turner,1948b,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,Lobito Bay ,,,,,,,,,,,,,,,,,,,,,,,,Lang & Boulton,Apr-25,,,"Paratypes are also deposited in MCZ (%fide% Clench & Turner, 1948b, p. 3).   ",HOLOTYPE, ,"pp. 1-3, figs. 7-9",
309,,147020,Muricidae,Thais,(Thaisella),langi,,,Clench and Turner,1948b,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,Lobito Bay ,,,,,,,,,,,,,,,,,,,,,,,,Lang & Boulton,Apr-25,,,"ex M. K. Jacobson Collection. Paratypes are also deposited in MCZ (%fide% Clench & Turner, 1948b p. 3).   ",PARATYPE, ,"pp. 1-3, figs. 7-9",
414,10055,302532,Cypraeidae,Cypraea,,stercoraria,,,(Linne,1758),1,,,,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. Wilbur,,Dr. Edward A. Dunlap,27-Oct-95,,,,,Dr. Edward A. Dunlap Collection
415,10055,302532,Cypraeidae,Cypraea,,stercoraria,,,(Linne,1758),1,,,,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. Wilbur,,Dr. Edward A. Dunlap,27-Oct-95,,,,,Dr. Edward A. Dunlap Collection
468,10310,313623,Cypraeidae,Cypraea,,zonaria,,,Gmelin,1791,1,,,,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Germer,8-Oct-99,,,,,
500,9461,239707,Conidae,Conus,,bulbus,,,Reeve,1843,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Alice Denison Barlow,"December, 1985","Taken in 20 feet of water on rocky, sandy bottom off Angola.",,,,Alice Denison Barlow Collection
517,9279,250985,Mactridae,Mactra,,glabrata,,,Linnaeus,1767,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,6-Oct-83,,,,,Kay C. Vaught Collection
585,9716,258462,Veneridae,Venus,,chevreuxi,,,(Dautzenberg,1891),2 v,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter E. Sage,22-Dec-89,45 m.; dredged,,,,Alan F. Brown Collection
602,9586,265224,Cypraeidae,Cypraea,,stercoraria,,,Linnaeus,1758,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McGill,,Morton L. Goodfriend,24-Nov-87,,,,,Glenn Goodfriend Collection
617,9879,272997,Conidae,Conus,,aemulus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,,,,,Mrs. Peter R. Fleischner
618,9879,272999,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,Found under rocks at 3-5 ft.,,,,Mrs. Peter R. Fleischner
619,9879,273000,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,May-68,Mrs. Peter R. Fleischner,25-Jun-92,,,,,Mrs. Peter R. Fleischner
621,9879,273002,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Apr-69,Mrs. Peter R. Fleischner,25-Jun-92,,,,,Mrs. Peter R. Fleischner
624,9879,273005,Conidae,Conus,,africanus,,,Kiener,1845,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,Trawled by commercial fisherman,,,,Mrs. Peter R. Fleischner
631,9879,273765,Conidae,Conus,,cepasi,,,Travao,1975,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,Trawled by fishermen,,,,Mrs. Peter R. Fleischner Collection.
634,9879,274367,Conidae,Conus,,fuscolineatus,,,Sowerby,1905,1,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Mrs. Peter R. Fleischner,25-Jun-92,Trawled by commercial fishermen,,,,Mrs. Peter R. Fleischner Collection
720,9853,288088,Nassariidae,Nassarius,,wolffi,,,Knudsen,1956,2,,,Atlantic Ocean,,,,,,,,,,,,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Edison,25-Oct-91,"Dredged, 20 meters.",,,,"Grace G. Edison, MD."
807,10153,293109,Strombidae,,,,,,,,1,,,,,,,,,,,,,,,Antigua,,"Caribbean side,","Mormon Beach Hotel,",,,,,,,,,,,,,,,,,,,,,,,,,,Ernest Walton,Mar-67,Barbara Walton,27-Aug-97,,,,,
822,9781,254210,Conidae,Conus,,regius,,,Gmelin,1791,2,,,,Caribbean Sea,,,,,,,,,,,Antigua,,"Curtain Bluff,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Sophia Johnson,8-Jul-90,In 15 feet under coral rubble.,,,,Johnnie Johnson Collection
811,10310,312408,Vasidae,Vasum,,globulus,nuttingi,,(Henderson,1919),4,,,,,,,,,,,,,,,Antigua,,"English Harbor,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Germer,8-Oct-99,,,,,
821,9781,253641,Conidae,Conus,,jaspideus,,,Gmelin,1791,2,,,,Caribbean Sea,,,,,,,,,,,Antigua,,"Falmouth Harbor,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Sophia Johnson,8-Jul-90,Taken in sand at 20 feet off Falmouth Harbor.,,,,Johnnie Johnson Collection
808,M02-10,307244,Turbinellidae,Vasum,,globutus,nuttingi,,(Hendeerson,1919),1,,,,,,,,,,,,,,,Antigua,,"Galley Bay,",,,18-20 feet of water,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,May-81,NC Museum of Nat.Sciences,17-Sep-02,,,,,Cora Staples Collection
809,M02-10,307504,Turbinellidae,Vasum,,globulus,nuttingi,,(Henderson,1919),1,,,,,,,,,,,,,,,Antigua,,"Galley Bay,",,,"18-20 feet of water,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,NC Museum of Nat. Science,17-Sep-02,,,,,Cora Staples Colleciton
823,9924,266338,Muricidae,Muricopsis,,huberti,,,Radwin & D'Attilio,1976,1,,,Atlantic Ocean,,,,,,,,,,,,Antigua,,"Hawksbille Beach,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Showcase Shells,31-Jul-92,6-8 feet under rubble and coral slabs,,,,Beatrice S. Procter Fund
825,10050,285093,Muricidae,Trachypollia,,nodulosa,,,C.B.Adams,1845,1,,,,Caribbean Sea,,,,,,,,,,,Antigua,,"Long Bay Beach,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Katherine C. Vaught,17-Jul-95,"On coral rocks inshore from reef, low tide.",,,,Katherine C. Vaught Collection.
818,,191353,Fasciolariidae,Teralatirus,,ernersti,,,Melvill,1910,2,,,,Caribbean Sea,,,,,,,,,,,Antigua,,"Maid Island,",,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke,,,,ID by Marty Snyder 17 April 1998,,,,
819,,193505,Fasciolariidae,Dolicholatirus,,cayohuesonicus,,,Sowerby,1878,9,,,,Caribbean Sea,,,,,,,,,,,Antigua,,"Maid Island,",,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Coll.,"February, 1960",,,ID by Marty Snyder 17 April 1998,,,,
788,,148332,Gadilidae,Cadulus,(Cadulus),halius,,,Henderson,1920,1,,,Caribbean Sea,,,,,,,,,,,,Antigua,,off English Harbor,,,"Station 115, 120 fathoms ",,,,,,,,,,,,,,,,,,,,,,,,University of Iowa Expedition,1918,,,"ex USNM 314936. The holotype is in the State University of Iowa and additional paratypes are USNM 314936 (fide Anderson, 1920, p. 149).  This lot contains 1 specimen (unfigured). ",PARATYPE, ,"p. 149, pl. 20, fig. 12",
805,,195154,Caecidae,Caecum,,floridanum,,,Stimpson,1851,20+,,,Atlantic Ocean,,,,,,,,,,,,Antigua,,Saint Johns, Water Island St. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Collection,1968,,,,,
791,,194283,Scissurellidae,Scissurella,,cingulata,,,Costa,1861,5,,,,,,,,,,,,,,,Antigua,,"Saint Johns,",,,".075 meters,",,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Gordon Nowell-Usticke,1978,,,,,Gordon Nowell-Usticke Collection
790,,193651,Scissurellidae,Scissurella,,cingulata,,,Costa,1861,1,,,,,,,,,,,,,,,Antigua,,"Saint Johns,",,,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,1968,Gordon Nowell-Usticke,1978,,,,,Gordon Nowell-Usticke Collection
792,,194284,Scissurellidae,Scissurella,,cingulata,,,Costa,1861,3,,,,,,,,,,,,,,,Antigua,,"Saint Johns,",,,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,Gordon Nowell-Usticke,1978,,,,,Gordon Nowell-Usticke Collection
810,10310,311152,Mactridae,Mactra,,fragilis,,,Gmelin,1791,7 sp.,,,,,,,,,,,,,,,Antigua,,"Seaforth Bay,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,Nov-69,Germer,8-Oct-99,,,,,Germer Collection
804,,195149,Caecidae,Caecum,,tenuicostatum,,,Folin,1881,7,,,Atlantic Ocean,,,,,,,,,,,,Antigua,,Sicily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Newell-Usticke Coll.,,,,,,
794,,195134,Caecidae,Caecum,,cycloffrum,,,Folin,,12+,,Atlantic,,,,,,,,,,,,,Antigua,,St. John,Lesser Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,,,,,,,
800,,195141,Caecidae,Caecum,,cubitatum,,,Folin,,20+,,Atlantic,,,,,,,,,,,,,Antigua,,St. John,Lesser Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Collection
795,,195135,Caecidae,Caecum,,meioceras,,,,,40+,,,,Caribbean Sea,,,,,,,,,,,Antigua,,St. Johns,San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,GordonNowell-Usticke Collection,1968,,,,,
789,,191029,Arcidae,Arca,,irregularis,,,Dall,,1 v.,dredged,,,,,,,,,,,,,,Antigua,,St. Johns,,,40',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Collection
793,,195133,Caecidae,Caecum,,nitidum,,,Stimpson,,100+,,,,Caribbean Sea,,,,,,,,,,,Antigua,,St. Johns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke,1968,,,,,
798,,195139,Caecidae,Caeum spp.,,unidentified,,,,,10,,,Atlantic Ocean,,,,,,,,Lesser Antilles,,,,Antigua,,St. Johns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Collection,1968,,,,,
799,,195140,Caecidae,Caecum,,abruptum,,,,,1,,,,,,,,,,,,,,,Antigua,,St. Johns,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,,,,,,,Gordon Nowell-Usticke Collection
796,,195137,Caecidae,Caecum,,clava,,,De Folin,1867,1,,,,,,,,,,,,,,,Antigua,,,Saint John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,,,,,Gordon Nowell-Usticke Collection
797,,195138,Caecidae,Caecum,,irregulare,,,de Folin,1867,20+,,,,,,,,,,,,,,,Antigua,,,St. Johns,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Coll.,1968,,,,,
806,,267084,Octopodidae,Octopus,,macropus,,,Risso,1826,1,,,,Caribbean Sea,,,,,,,,,,,Antigua,,,,,west side,,,,,,,,,,,,,,,,,,,,,,,,E.B.Hotchkiss,5-Mar-72,,,"in old conch, 5 ft. depth",,,,AMNH Wet Collection
